idx,smiles_raw,smiles_canon,valid,unique_valid,novel
2557,CC(C)c1coc(=O)o1,CC(C)c1coc(=O)o1,1,1,0
2558,CCC(CC)C1(C)CC1,CCC(CC)C1(C)CC1,1,1,1
2559,O=C1CNC2(CC2)C1O,O=C1CNC2(CC2)C1O,1,1,0
2560,CC1=CCCC(=O)C=C1,CC1=CCCC(=O)C=C1,1,1,0
2561,CC(C)(CC=O)OC=O,CC(C)(CC=O)OC=O,1,1,0
2562,C1CC2CC(CO2)C2OC12,C1CC2OC2C2COC1C2,1,1,1
2563,OC1CCC2C(O)C1O2,OC1CCC2OC1C2O,1,1,0
2564,CC1(O)CCC(=O)C1,CC1(O)CCC(=O)C1,1,1,1
2565,CCCC1(C=O)CCC1,CCCC1(C=O)CCC1,1,1,1
2566,O=CCOC(C#N)CO,N#CC(CO)OCC=O,1,1,1
2567,O=CC1C(=O)NC2CC12,O=CC1C(=O)NC2CC21,1,1,0
2568,COC1C2OC(=N)CC12,COC1C2CC(=N)OC21,1,1,0
2569,C#CC(CC)CC(C)=O,C#CC(CC)CC(C)=O,1,1,1
2570,C#CC1CC(=O)C1(C)O,C#CC1CC(=O)C1(C)O,1,1,1
2571,CC12CCC1CC2=NO,CC12CCC1CC2=NO,1,1,0
2572,CC12CC3CC1C2CO3,CC12CC3CC1C2CO3,1,1,1
2573,C#CC1C2C3CN(C2)C13,C#CC1C2CN3CC2C13,1,1,1
2574,C1OC2C1C1C3C1CC32,C1OC2C1C1C3CC2C31,1,1,0
2575,CC(C#N)CC#CC=O,CC(C#N)CC#CC=O,1,1,0
2576,O=CC(=O)C(=O)C1CC1,O=CC(=O)C(=O)C1CC1,1,1,0
2577,CC(C)C(C#N)CC#N,CC(C)C(C#N)CC#N,1,1,0
2578,CC(C)c1cnno1,CC(C)c1cnno1,1,1,0
2579,CN=C(C)NC(=O)CO,CN=C(C)NC(=O)CO,1,1,0
2580,CC1=CCC2C(O)C2O1,CC1=CCC2C(O)C2O1,1,1,1
2581,CC(=O)C(C#N)N1CC1,CC(=O)C(C#N)N1CC1,1,1,0
2582,CNc1cnoc1C#N,CNc1cnoc1C#N,1,1,0
2583,O=C1C=CC(=O)CC1O,O=C1C=CC(=O)C(O)C1,1,1,0
2584,O=C1C=C2COC12C=O,O=CC12OCC1=CC2=O,1,1,1
2585,COC1COCC(C)C1,COC1COCC(C)C1,1,1,1
2586,O=C1NCC=CC(O)C1,O=C1CC(O)C=CCN1,1,1,0
2587,C#CC1OC12CC1CC12,C#CC1OC12CC1CC12,1,1,1
2588,CN=C(CC#N)CCO,CN=C(CC#N)CCO,1,1,1
2589,CC1=C(C)C(C#N)CC1,CC1=C(C)C(C#N)CC1,1,1,0
2590,CC1C=CC2(CC2)CO1,CC1C=CC2(CC2)CO1,1,1,0
2591,C1COC12CC1CC2O1,C1CC2(CC3CC2O3)O1,1,1,0
2592,C#CC12CC3(C)C1CC23,C#CC12CC3(C)C1CC32,1,1,0
2593,C#CC#CC(=O)C1CC1,C#CC#CC(=O)C1CC1,1,1,0
2594,C1C2C(CN3)C1C1OC2C13,C1NC2C3OC2C2CC3C12,1,1,1
2595,CC1C(C=O)C1CC1O,,0,0,0
2596,CC1C=CC(=O)NC1=O,CC1C=CC(=O)NC1=O,1,1,1
2597,COCC12CC(O)C1O2,COCC12CC(O)C1O2,1,1,0
2598,CC1(CCC2CC2)CO1,CC1(CCC2CC2)CO1,1,1,0
2599,CC(=O)CC1OC1C#N,CC(=O)CC1OC1C#N,1,1,0
2600,CC1(C)CC(=O)CC1=O,CC1(C)CC(=O)CC1=O,1,1,0
2601,C1CC2C1C1COC21,C1CC2C1C1COC21,1,1,0
2602,CC1(C#N)C2COC21,CC1(C#N)C2COC21,1,1,0
2603,COC1CC(=O)N2CC12,COC1CC(=O)N2CC12,1,1,1
2604,CCCC#CCCC#N,CCCC#CCCC#N,1,1,1
2605,CC1CC12CC1C(C)C12,CC1C2CC3(CC3C)C12,1,1,0
2606,CCC1CC12CC(=O)O2,CCC1CC12CC(=O)O2,1,1,0
2607,CC12CC1OC(=O)C2O,CC12CC1OC(=O)C2O,1,1,0
2608,CC1(C)CC=CC2OC21,CC1(C)CC=CC2OC21,1,1,0
2609,CC1C(=O)C2(CN2)C1C,CC1C(=O)C2(CN2)C1C,1,1,0
2610,CCC1CCCC(C)O1,CCC1CCCC(C)O1,1,1,0
2611,COC(C)(C)C1(C)CO1,COC(C)(C)C1(C)CO1,1,1,0
2612,C#CCC1OC1(C)C#N,C#CCC1OC1(C)C#N,1,1,0
2613,OC1C2CC3CN(C3)C12,OC1C2CC3CN(C3)C12,1,1,1
2614,CC1=CC(C#N)N1C,CC1=CC(C#N)N1C,1,1,1
2615,CCC12CCC1CC2O,CCC12CCC1CC2O,1,1,0
2616,C#CCC1(CC#N)CN1,C#CCC1(CC#N)CN1,1,1,0
2617,OC1CC2(CCO2)C1,OC1CC2(CCO2)C1,1,1,0
2618,O=CN1CC1COC=O,O=COCC1CN1C=O,1,1,0
2619,CC1CC2(C=O)C(O)C12,CC1CC2(C=O)C(O)C12,1,1,0
2620,C1=CC2CNC2=NC1C,CC1C=CC2CNC2=N1,1,1,1
2621,O=CCCC1CCCO1,O=CCCC1CCCO1,1,1,0
2622,CCCCCC(C)O,CCCCCC(C)O,1,1,1
2623,CCC1OCC2CCC12,CCC1OCC2CCC21,1,1,0
2624,CC1=CC2(C)C(C)C12O,CC1=CC2(C)C(C)C12O,1,1,1
2625,CC1CCC2OC(=O)C12,CC1CCC2OC(=O)C12,1,1,0
2626,CC1=CC(=O)C2(CC2)C1,CC1=CC(=O)C2(CC2)C1,1,1,0
2627,CCC1C=CCC1O,CCC1C=CCC1O,1,1,0
2628,CC(C#N)C1(C)CC1O,CC(C#N)C1(C)CC1O,1,1,1
2629,CC1CC12CC1CC2O1,CC1CC12CC1CC2O1,1,1,0
2630,C#CC#CC(=O)C1CC1,C#CC#CC(=O)C1CC1,1,1,0
2631,C1CC23C=CC1C2C3,C1=CC23CCC1C2C3,1,1,1
2632,CC12OC1C1CC2CO1,CC12OC1C1CC2CO1,1,1,0
2633,CC(CO)C1CCCO1,CC(CO)C1CCCO1,1,1,0
2634,CC(=O)N1CC2(C)CC12,CC(=O)N1CC2(C)CC12,1,1,0
2635,C1CC2CC2COC=N1,C1=NCCC2CC2CO1,1,1,0
2636,CC1CC1C1(CO)CN1,CC1CC1C1(CO)CN1,1,1,1
2637,CC12CC(O)C(O1)C2=O,CC12CC(O)C(O1)C2=O,1,1,1
2638,CC(C)C#CCOC=O,CC(C)C#CCOC=O,1,1,0
2639,C#CCC1(C#N)CN1,C#CCC1(C#N)CN1,1,1,0
2640,CC12OC1C1(C#N)CC12,CC12OC1C1(C#N)CC12,1,1,0
2641,CCC12OC3C1N3C2C,CCC12OC3C1N3C2C,1,1,1
2642,O=C1C=CCC2CC2O1,O=C1C=CCC2CC2O1,1,1,0
2643,CC(C)C(=O)C(C)C=O,CC(C)C(=O)C(C)C=O,1,1,0
2644,CNc1nnn2c1CC2,CNc1nnn2c1CC2,1,1,0
2645,CC1=CC(C)OCC1=O,CC1=CC(C)OCC1=O,1,1,0
2646,CC(=O)NC(=O)C(=N)O,CC(=O)NC(=O)C(=N)O,1,1,1
2647,CN=C1CC2CC(=O)N12,CN=C1CC2CC(=O)N12,1,1,1
2648,COC1CC=CC(=O)O1,COC1CC=CC(=O)O1,1,1,0
2649,CC1CC(C2CC2)C1=O,CC1CC(C2CC2)C1=O,1,1,1
2650,COC12CC(C=O)OC1C2,COC12CC(C=O)OC1C2,1,1,1
2651,C#CC(C)C1(C)CC1,C#CC(C)C1(C)CC1,1,1,0
2652,CC1C2CC1C2O,CC1C2CC1C2O,1,1,0
2653,O=C1CCC2C3OC2C13,O=C1CCC2C3OC2C13,1,1,0
2654,CC(C)C1(C)CC(=O)O1,CC(C)C1(C)CC(=O)O1,1,1,0
2655,CCCNCC(=O)CC,CCCNCC(=O)CC,1,1,1
2656,CC1(C)CC1(C)OC,COC1(C)CC1(C)C,1,1,0
2657,CC(CO)CCCC=O,CC(CO)CCCC=O,1,1,0
2658,CC1C2OC3CC3C21O,CC1C2OC3CC3C12O,1,1,0
2659,OC1CCCC2CC1O2,OC1CCCC2CC1O2,1,1,0
2660,O=C1CNC(=O)N2CC12,O=C1CNC(=O)N2CC12,1,1,0
2661,COC1CC(=O)CC1O,COC1CC(=O)CC1O,1,1,1
2662,CC(C)c1cnc(N)n1,,0,0,0
2663,CNc1ccno1,CNc1ccno1,1,1,1
2664,O=CC12CC3(O)CN1C32,O=CC12CC3(O)CN1C32,1,1,0
2665,O=CC1(C2CN2)CCO1,O=CC1(C2CN2)CCO1,1,1,0
2666,CC1=CCCC(=O)C1O,CC1=CCCC(=O)C1O,1,1,1
2667,C1=CC2(CC1)CN2C=O,O=CN1CC12C=CCC2,1,1,0
2668,CC1C2CC(C2)OC1C,CC1OC2CC(C2)C1C,1,1,0
2669,CC1(CCO)CC1,CC1(CCO)CC1,1,1,0
2670,CCC12COCC1OC2,CCC12COCC1OC2,1,1,0
2671,C#CCC(=O)C#CCO,C#CCC(=O)C#CCO,1,1,0
2672,O=CC12CC1C1OC2C1,O=CC12CC1C1CC2O1,1,1,0
2673,C1=C2C3CC3(CC3)C12O,,0,0,0
2674,CC12CC1CC21CCO1,CC12CC1CC21CCO1,1,1,0
2675,OC1C2OC3C2CCC13,OC1C2CCC3C1OC23,1,1,0
2676,CC1C2OC3CC3C1C2,CC1C2CC1C1CC1O2,1,1,0
2677,O=C1C=C2CC3C1N23,O=C1C=C2CC3C1N23,1,1,1
2678,CC1(CCO)CC2OC21,CC1(CCO)CC2OC21,1,1,1
2679,O=CN1CC2CC3C1C23,O=CN1CC2CC3C2C31,1,1,0
2680,CC1CC1CCCO,CC1CC1CCCO,1,1,0
2681,O=CC1OC12COCO2,O=CC1OC12COCO2,1,1,1
2682,COC1(CCO)CC1,COC1(CCO)CC1,1,1,0
2683,C#CC1=CCOCCC1,C#CC1=CCOCCC1,1,1,0
2684,O=CC1=CC2CC3C1C23,O=CC1=CC2CC3C1C23,1,1,0
2685,COC1COC1C1CC1,COC1COC1C1CC1,1,1,0
2686,C1CC2CC3(CO3)C1C2,C1CC2CC1CC21CO1,1,1,0
2687,O=CC1C2C3NC3C2O1,O=CC1OC2C3NC3C12,1,1,1
2688,CCC1(C)C(O)CC1,CCC1(C)CCC1O,1,1,0
2689,C#CCCC(=O)CO,C#CCCC(=O)CO,1,1,0
2690,OC1CC(C1)OC1,,0,0,0
2691,CC1CC2C=CC(C1)C2,CC1CC2C=CC(C1)C2,1,1,0
2692,CN=C1OC2CC(C)C12,CN=C1OC2CC(C)C12,1,1,0
2693,OC1COCC12CNC2,OC1COCC12CNC2,1,1,1
2694,CC1=CC(C)C(=O)C1C,CC1=CC(C)C(=O)C1C,1,1,0
2695,COC1CC2(CC2)C1=O,COC1CC2(CC2)C1=O,1,1,0
2696,CC#CCCC1(C)CC1,CC#CCCC1(C)CC1,1,1,0
2697,OC1CCC1(O)C(C)O,CC(O)C1(O)CCC1O,1,1,0
2698,CN=C1CC(CO)OC1,CN=C1COC(CO)C1,1,1,1
2699,O=C1COCCOC=N1,O=C1COCCOC=N1,1,1,1
2700,C1CCCC2C3OC3C12,C1CCC2C(C1)C1OC21,1,1,0
2701,CC1(C#N)CNC1=O,CC1(C#N)CNC1=O,1,1,0
2702,CN=C1OCCC12CC2,CN=C1OCCC12CC2,1,1,0
2703,O=CCC(=O)CCC#N,N#CCCC(=O)CC=O,1,1,0
2704,CNCC(=O)C1CC1,CNCC(=O)C1CC1,1,1,1
2705,CCC1C(=O)N2CC12,CCC1C(=O)N2CC12,1,1,0
2706,CC(C)C12COC1C2O,CC(C)C12COC1C2O,1,1,0
2707,CC1=CC(C)COC1=O,CC1=CC(C)COC1=O,1,1,0
2708,CNc1ccc(F)co1,,0,0,0
2709,CC1=CC(C)C2(C)CC12,CC1=CC(C)C2(C)CC12,1,1,0
2710,C1=CC2(CC1)CCC2C,CC1CCC12C=CCC2,1,1,1
2711,CC1C2C3CC3C2O1,CC1OC2C3CC3C12,1,1,0
2712,OC1CC2CC3OC3C12,OC1CC2CC3OC3C12,1,1,1
2713,O=C1CC2C3CC2N13,O=C1CC2C3CC2N13,1,1,1
2714,COC1C2CC3CC3N12,COC1C2CC3CC3N21,1,1,1
2715,CC1CC(=O)NC1C=O,CC1CC(=O)NC1C=O,1,1,0
2716,CC(C)C1C(C)C(C)C1,CC(C)C1CC(C)C1C,1,1,0
2717,OC1CC2CC2OC1C,CC1OC2CC2CC1O,1,1,0
2718,OC1CC23CN(C2)C13O,OC1CC23CN(C2)C13O,1,1,1
2719,C#CC12CC(C1)C1CN12,C#CC12CC(C1)C1CN12,1,1,1
2720,CCC1CC=CC2NC21,CCC1CC=CC2NC12,1,1,0
2721,CCC(C)(C)C#CCO,CCC(C)(C)C#CCO,1,1,1
2722,CC1C2CC3(C)C(C1)C23,CC1CC2C3C1CC23C,1,1,0
2723,CC#CC1(CC)CC1,CC#CC1(CC)CC1,1,1,0
2724,O=CC(=O)CC1OC1,O=CC(=O)CC1CO1,1,1,1
2725,CC1(C)CC2C(C)(C)C12,CC1(C)CC2C1C2(C)C,1,1,0
2726,CCC(C#N)C(C)C=O,CCC(C#N)C(C)C=O,1,1,0
2727,C#CC12CCC1CC2C,C#CC12CCC1CC2C,1,1,0
2728,CN=C1CCOC(=O)N1,CN=C1CCOC(=O)N1,1,1,1
2729,C#CC12CC3(CO3)C1C2,C#CC12CC1C1(CO1)C2,1,1,1
2730,C#CCCC(=O)C(C)C,C#CCCC(=O)C(C)C,1,1,0
2731,COCCCC1(C)CC1,COCCCC1(C)CC1,1,1,0
2732,CCC1CC12CCCC1O2,,0,0,0
2733,CC1CC1C1(C#N)CC1,CC1CC1C1(C#N)CC1,1,1,1
2734,CC#CC1COC1C=O,CC#CC1COC1C=O,1,1,0
2735,C#CCC1CCC1CO,C#CCC1CCC1CO,1,1,1
2736,CC1CC2C=CC1C2,CC1CC2C=CC1C2,1,1,1
2737,C#CC12CN(CC1)C1O2,,0,0,0
2738,CCC1C(=O)CC12CC2,CCC1C(=O)CC12CC2,1,1,0
2739,OC1CC1(O)C1CC1,OC1CC1(O)C1CC1,1,1,0
2740,CC12CC1CC1CC12C,CC12CC1CC1CC12C,1,1,0
2741,CC(C)(C)c1ccon1,CC(C)(C)c1ccon1,1,1,0
2742,CC1C2C3C=CC2NC13,CC1C2NC3C=CC2C31,1,1,1
2743,CC12CC3CC1(C)C2O3,CC12CC3CC1(C)C2O3,1,1,1
2744,C1=CCC23CN=C2C1C3,C1=CC2CC3(C1)CN=C23,1,1,1
2745,CC1C(=O)CC(=O)N1C,CC1C(=O)CC(=O)N1C,1,1,1
2746,CCC12C=CC(C)(C1)O2,CCC12C=CC(C)(C1)O2,1,1,0
2747,O=C1C=C2CC3C2C13,O=C1C=C2CC3C1C23,1,1,0
2748,C#CC1CC1COC,C#CC1CC1COC,1,1,0
2749,CC(C)C1(C=O)CN1,CC(C)C1(C=O)CN1,1,1,0
2750,CC1=C(C=O)COC1,CC1=C(C=O)COC1,1,1,0
2751,CC(C)(C)NC(=O)NC,CNC(=O)NC(C)(C)C,1,1,0
2752,CC1(C=O)C(O)C1C=O,CC1(C=O)C(O)C1C=O,1,1,0
2753,C1OC1C12COCC1C2,C1OCC2(C3CO3)CC12,1,1,0
2754,O=C1C2CC3(CN2)C13,,0,0,0
2755,CC(C)C12CN3CC1C23,CC(C)C12CN3CC1C32,1,1,1
2756,CCC1CC1(C)OC=O,CCC1CC1(C)OC=O,1,1,0
2757,CC1C=CC2CC3C2N13,CC1C=CC2CC3C2N13,1,1,1
2758,CC#CC(O)C(C)C,CC#CC(O)C(C)C,1,1,0
2759,CC1(C2CC2)C2CC1O2,CC1(C2CC2)C2CC1O2,1,1,0
2760,CC#CC(O)CC=O,CC#CC(O)CC=O,1,1,0
2761,COCC(C)C(O)CO,COCC(C)C(O)CO,1,1,0
2762,CC1C(=O)C2(CO)CN12,CC1C(=O)C2(CO)CN12,1,1,0
2763,CCN=C(C#N)C(=N)N,CCN=C(C#N)C(=N)N,1,1,1
2764,OC1C2CC(C1)OC2,OC1CC2CC1CO2,1,1,0
2765,O=CCCC1(O)CCC1,O=CCCC1(O)CCC1,1,1,0
2766,C1COC2C3CC2(C1)C3,C1COC2C3CC2(C1)C3,1,1,0
2767,COC(C)C1CC(=O)O1,COC(C)C1CC(=O)O1,1,1,0
2768,CC1(O)C(=O)N2CC21,CC1(O)C(=O)N2CC21,1,1,0
2769,C1=C2CCC3CC3C2N1,C1=C2CCC3CC3C2N1,1,1,1
2770,OC1C2OC1C1C2CC1,OC1C2OC1C1CCC12,1,1,0
2771,CCCC12CC3OC1C32,CCCC12CC3OC1C32,1,1,1
2772,CC1=CC(=O)C(O)C1O,CC1=CC(=O)C(O)C1O,1,1,0
2773,OC1CC2CC2C1O,OC1CC2CC2C1O,1,1,0
2774,O=C1CC(O)C(=O)N1,O=C1CC(O)C(=O)N1,1,1,0
2775,C#CC1C=CC2OC12C,C#CC1C=CC2OC12C,1,1,1
2776,CC(=O)C12CC(C1)C2O,CC(=O)C12CC(C1)C2O,1,1,1
2777,CC1(C(=O)CC=O)OC1,CC1(C(=O)CC=O)CO1,1,1,0
2778,CC(=O)C1(C=O)CCO1,CC(=O)C1(C=O)CCO1,1,1,0
2779,C1=CC23CCC(C1)C23,,0,0,0
2780,O=C1C2C3CC1C2(O)C33,,0,0,0
2781,CC(C#N)C1(C=O)CC1,CC(C#N)C1(C=O)CC1,1,1,0
2782,C#CC1OC(=O)C1(C)O,C#CC1OC(=O)C1(C)O,1,1,0
2783,OC1CC2CC2CC1O,OC1CC2CC2CC1O,1,1,0
2784,CC(C)CC1(C)CC1O,CC(C)CC1(C)CC1O,1,1,0
2785,CN1CC12CC1CCC21,CN1CC12CC1CCC12,1,1,1
2786,OC1C2OC3C4CC1N42,,0,0,0
2787,OC1CC2CC(O)CC12,OC1CC2CC(O)C2C1,1,1,0
2788,CC1C2CC3(C)C1CC23,CC1C2CC3(C)C1CC23,1,1,0
2789,CNC1=NCCCC1=O,CNC1=NCCCC1=O,1,1,0
2790,C1OCCC1C2C1CC21,C1CC(C2C3CC32)CO1,1,1,1
2791,CC1=CC2(CC2)CC1C,CC1=CC2(CC2)CC1C,1,1,0
2792,CC1(CC#N)C(O)CC1,CC1(CC#N)CCC1O,1,1,0
2793,CC1COCCC1CO,CC1COCCC1CO,1,1,0
2794,CNc1oc(N)cc1N,CNc1oc(N)cc1N,1,1,0
2795,CC1C2OC(=N)C(=O)N21,CC1C2OC(=N)C(=O)N12,1,1,1
2796,O=CC1CC1OCCO,O=CC1CC1OCCO,1,1,0
2797,CC1C2CC1C1(C)CC12,CC1C2CC1C1(C)CC21,1,1,0
2798,CC(=O)C12CC1CC2=O,CC(=O)C12CC1CC2=O,1,1,0
2799,C#CC1C2COC(=N)N12,C#CC1C2COC(=N)N12,1,1,0
2800,C1CC2C1C1OC1C2,C1CC2C1CC1OC12,1,1,0
2801,COC1CCC1(C)C=O,COC1CCC1(C)C=O,1,1,0
2802,O=CC1(O)C2CCCC12,O=CC1(O)C2CCCC21,1,1,0
2803,CC12C3C=CC1OC32,CC12C3C=CC1C2O3,1,1,1
2804,COC1C=C(C)COC1,COC1C=C(C)COC1,1,1,0
2805,CC(=O)C1C2CC3C2N13,CC(=O)C1C2CC3C2N31,1,1,0
2806,CC12CC(C)C(C=O)C12,,0,0,0
2807,CC(C)C1C(C)C1O,CC(C)C1C(C)C1O,1,1,0
2808,CCC(C#N)C1CC1,CCC(C#N)C1CC1,1,1,1
2809,CN=C(N)NC(=O)C#N,CN=C(N)NC(=O)C#N,1,1,1
2810,C#CC1CC(=O)N1C=O,C#CC1CC(=O)N1C=O,1,1,0
2811,CNc1cnn(C)c1O,CNc1cnn(C)c1O,1,1,0
2812,O=CNCC(O)C1CO1,O=CNCC(O)C1CO1,1,1,0
2813,CCC1CC2C=CCC12,CCC1CC2C=CCC21,1,1,0
2814,CC#CC(C)C(C)CO,CC#CC(C)C(C)CO,1,1,0
2815,C1CC2C1N1C1CC2O1,,0,0,0
2816,CN=COC1CC1C,CN=COC1CC1C,1,1,0
2817,CC(C)(O)C1CC(=O)O1,CC(C)(O)C1CC(=O)O1,1,1,0
2818,CC(=O)C1=CC(=O)CO1,CC(=O)C1=CC(=O)CO1,1,1,1
2819,CCC(O)(C=O)CC,CCC(O)(C=O)CC,1,1,0
2820,CCC1(C#N)CC1(C)O,CCC1(C#N)CC1(C)O,1,1,0
2821,N=C1CC(=O)C2CCC12,N=C1CC(=O)C2CCC12,1,1,1
2822,CC1C2C=C(C)CC12O,CC1=CC2C(C)C2(O)C1,1,1,1
2823,CC12C3C4N3C1C4C2N34,,0,0,0
2824,O=C1C=CCCOCC1,O=C1C=CCCOCC1,1,1,0
2825,CC(C#N)NCC=O,CC(C#N)NCC=O,1,1,1
2826,C1=CC23CC4C1C2N3C43,,0,0,0
2827,CCC(C)N1C=CCO1,CCC(C)N1C=CCO1,1,1,1
2828,C1OCC12COCC2O,OC1COCC12COC2,1,1,0
2829,OC1CCC1C1CC1,OC1CCC1C1CC1,1,1,0
2830,OC1C2C3C4CC34OC14,,0,0,0
2831,CCC1C=CCCC1=O,CCC1C=CCCC1=O,1,1,0
2832,CC1C2COCC12O,CC1C2COCC12O,1,1,0
2833,COCC#CC(C)=O,COCC#CC(C)=O,1,1,0
2834,O=CC(=O)CC1CC1,O=CC(=O)CC1CC1,1,1,0
2835,O=CC1CCC(=O)C1,O=CC1CCC(=O)C1,1,1,0
2836,COC1(C=O)COC1=O,COC1(C=O)COC1=O,1,1,1
2837,CN1CC(=O)CC1C,CC1CC(=O)CN1C,1,1,0
2838,OC1C=CC2CC2C1O,OC1C=CC2CC2C1O,1,1,0
2839,CC1C=CC(C#N)C1O,CC1C=CC(C#N)C1O,1,1,0
2840,OC1CC2CC3(CO3)C12,OC1CC2CC3(CO3)C12,1,1,0
2841,COC(C)C(C)(C)O,COC(C)C(C)(C)O,1,1,0
2842,CNC1=NC(C=O)CO1,CNC1=NC(C=O)CO1,1,1,1
2843,OC1C2CC(CO1)C2O,OC1OCC2CC1C2O,1,1,1
2844,COC1C=CC2CC1O2,COC1C=CC2CC1O2,1,1,0
2845,O=CC12COC1C1OC12,O=CC12COC1C1OC12,1,1,0
2846,CC1CC=C2C(C)C2N1,CC1CC=C2C(C)C2N1,1,1,1
2847,O=CC1OC2CC2O1,O=CC1OC2CC2O1,1,1,0
2848,OC1CC(O)C1(O)CO,OCC1(O)C(O)CC1O,1,1,0
2849,CC12OC3C(O)C1C2O3,CC12OC3OC1C2C3O,1,1,0
2850,COCC1(C)CNC1=O,COCC1(C)CNC1=O,1,1,1
2851,COC1C2CC3(CO)C13,,0,0,0
2852,CC12CCC1(C#N)C2,CC12CCC1(C#N)C2,1,1,1
2853,CC1(C)CN1C(=O)C=O,CC1(C)CN1C(=O)C=O,1,1,0
2854,CC1=CCOC(=O)C1=O,CC1=CCOC(=O)C1=O,1,1,0
2855,CC1COC(=O)C1C=O,CC1COC(=O)C1C=O,1,1,0
2856,O=C1C2C=CC3C1C23,O=C1C2C=CC3C1C23,1,1,0
2857,OC1CC=CCCC1,OC1CC=CCCC1,1,1,0
2858,C#CC1C2C=CCC12O,C#CC1C2C=CCC12O,1,1,0
2859,C#CC1C(C)C1(C)O,C#CC1C(C)C1(C)O,1,1,0
2860,CC1(C)CC2(CCC2)C1,CC1(C)CC2(CCC2)C1,1,1,0
2861,O=C1NCC2CC3C1C23,O=C1NCC2CC3C1C23,1,1,0
2862,C#CC1CC1C1CO1,C#CC1CC1C1CO1,1,1,0
2863,OC1CCC2CC2C1,OC1CCC2CC2C1,1,1,0
2864,C1C2OCC1C21COC1,C1OC2CC1C21COC1,1,1,0
2865,CC(C)C(=O)C(N)=O,CC(C)C(=O)C(N)=O,1,1,0
2866,CCOC1C(O)C1C#N,CCOC1C(O)C1C#N,1,1,0
2867,CN=C1OCC12CC2O,CN=C1OCC12CC2O,1,1,0
2868,CC(C)(CC#N)CC=O,CC(C)(CC#N)CC=O,1,1,0
2869,C1CC23CC(C24C3C1)O3,,0,0,0
2870,C1CC2CC1C1NC21,C1CC2CC1C1NC21,1,1,1
2871,CC1CC12CC(C)C1N2,,0,0,0
2872,CC1CCC1C1CC1,CC1CCC1C1CC1,1,1,0
2873,C#CCC#CC(C)C#N,C#CCC#CC(C)C#N,1,1,0
2874,OC1C2CC1C1(CC1)C2,OC1C2CC1C1(CC1)C2,1,1,0
2875,C#CC12COC1C(=O)N2,C#CC12COC1C(=O)N2,1,1,1
2876,C1CC23COC2C2CC1N3,,0,0,0
2877,C#CC1(O)CNC(=O)N1,C#CC1(O)CNC(=O)N1,1,1,1
2878,C#CC(C)(C#N)C1CO1,C#CC(C)(C#N)C1CO1,1,1,0
2879,CC1CC2C(CO)OC12,CC1CC2C(CO)OC12,1,1,0
2880,CCCC(C)C(C)=O,CCCC(C)C(C)=O,1,1,1
2881,CC1(C)CC(CO)C1=O,CC1(C)CC(CO)C1=O,1,1,0
2882,CN1C(=O)C2COC12C,CN1C(=O)C2COC21C,1,1,1
2883,C#CC1CCCC1O,C#CC1CCCC1O,1,1,0
2884,O=C1CNC2(CO2)C1,O=C1CNC2(CO2)C1,1,1,1
2885,C#CC1(C)C(=O)C2CC21,C#CC1(C)C(=O)C2CC21,1,1,0
2886,CC12CC3C4C3C1C42C,CC12CC3C4C3C1(C)C42,1,1,0
2887,CC12CC1OCC1NC12,CC12CC1OCC1NC12,1,1,1
2888,OC1CC1(O)C1CO1,OC1CC1(O)C1CO1,1,1,0
2889,CC(=O)OC1C=CCO1,CC(=O)OC1C=CCO1,1,1,0
2890,CC12COC3CC1COC32,CC12COC3CC1COC32,1,1,1
2891,O=CC(O)c1ncn[nH]1,O=CC(O)c1ncn[nH]1,1,1,1
2892,CCC#CC(C)(C)C,CCC#CC(C)(C)C,1,1,1
2893,C1=CCC2(CO2)CC1,C1=CCC2(CC1)CO2,1,1,0
2894,CC1(O)CCC12CCO2,CC1(O)CCC12CCO2,1,1,0
2895,CC1C(=O)C2CC(C1)O2,CC1CC2CC(O2)C1=O,1,1,0
2896,COC1C=CC(C)(C)C1,COC1C=CC(C)(C)C1,1,1,0
2897,CC(C)(C)CC(O)C=O,CC(C)(C)CC(O)C=O,1,1,1
2898,OC1COCC1(O)CO,OCC1(O)COCC1O,1,1,0
2899,OC1C=C2CCC3CC32,,0,0,0
2900,CC1C(C#N)C2CC12C,CC1C(C#N)C2CC12C,1,1,1
2901,CNC(=O)C(C)(O)CO,CNC(=O)C(C)(O)CO,1,1,0
2902,CC(C#N)N1CC1(C)C,CC(C#N)N1CC1(C)C,1,1,0
2903,C#CC1CC2C(O)C12O,C#CC1CC2C(O)C12O,1,1,0
2904,CNc1nnoc1C,CNc1nnoc1C,1,1,0
2905,C#CC(CO)C(C)=O,C#CC(CO)C(C)=O,1,1,0
2906,CN1C2C(=O)C3OC1C32,CN1C2OC3C(=O)C1C32,1,1,1
2907,C1C2CC3(CO1)CC1C23,,0,0,0
2908,CCC(O)C1CC(=O)N1,CCC(O)C1CC(=O)N1,1,1,0
2909,CC12C=CCC1(C)CO2,CC12CC=CC1(C)OC2,1,1,0
2910,CC(C=O)C1OCCO1,CC(C=O)C1OCCO1,1,1,0
2911,CN=C1CN(C=O)C1=O,CN=C1CN(C=O)C1=O,1,1,1
2912,O=CC(=O)NCC1CC1,O=CC(=O)NCC1CC1,1,1,1
2913,CC1C2CC3(CCO3)C12,CC1C2CC3(CCO3)C12,1,1,1
